TP conc. (mg/mL),cell line,inhibitor,ligand,readout,raw_val
0.5,SW48 parental,GDC-0068,HGF,Bad.S112,1.508361212
0.5,SW48 parental,GDC-0068,HGF,Bad.S112,1.266683402
0.5,SW48 parental,GDC-0068,HGF,Bad.S112,1.45021556
0.5,SW48 parental,GDC-0068,HGF,Bad.S112,1.357591076
0.25,SW48 parental,DMSO,HGF,Bad.S112,1.82255781
0.25,SW48 parental,DMSO,HGF,Bad.S112,1.61555938
0.25,SW48 parental,DMSO,HGF,Bad.S112,2.14186448
0.25,SW48 parental,DMSO,HGF,Bad.S112,1.886492737
0.5,SW48 parental,DMSO,HGF,Bad.S112,1.58257133
0.5,SW48 parental,DMSO,HGF,Bad.S112,1.395099603
0.5,SW48 parental,DMSO,HGF,Bad.S112,1.902121174
0.5,SW48 parental,DMSO,HGF,Bad.S112,1.700984081
0.25,SW48 parental,GDC-0973,IGF,Bad.S112,1.389434002
0.25,SW48 parental,GDC-0973,IGF,Bad.S112,1.220951152
0.25,SW48 parental,GDC-0973,IGF,Bad.S112,1.286406622
0.25,SW48 parental,GDC-0973,IGF,Bad.S112,1.258178426
0.5,SW48 parental,GDC-0973,IGF,Bad.S112,1.323605036
0.5,SW48 parental,GDC-0973,IGF,Bad.S112,1.15130675
0.5,SW48 parental,GDC-0973,IGF,Bad.S112,1.300254242
0.5,SW48 parental,GDC-0973,IGF,Bad.S112,1.189328919
0.25,SW48 parental,Erlotinib,IGF,Bad.S112,1.247031
0.25,SW48 parental,Erlotinib,IGF,Bad.S112,1.415672048
0.25,SW48 parental,Erlotinib,IGF,Bad.S112,1.678309781
0.25,SW48 parental,Erlotinib,IGF,Bad.S112,1.617624022
0.5,SW48 parental,Erlotinib,IGF,Bad.S112,1.367335842
0.5,SW48 parental,Erlotinib,IGF,Bad.S112,1.305920321
0.5,SW48 parental,Erlotinib,IGF,Bad.S112,1.675124606
0.5,SW48 parental,Erlotinib,IGF,Bad.S112,1.554801408
0.25,SW48 parental,GDC-0068,IGF,Bad.S112,1.016866687
0.25,SW48 parental,GDC-0068,IGF,Bad.S112,0.945777049
0.25,SW48 parental,GDC-0068,IGF,Bad.S112,0.966566337
0.25,SW48 parental,GDC-0068,IGF,Bad.S112,1.099938336
0.5,SW48 parental,GDC-0068,IGF,Bad.S112,0.988098575
0.5,SW48 parental,GDC-0068,IGF,Bad.S112,0.913968656
0.5,SW48 parental,GDC-0068,IGF,Bad.S112,1.03602485
0.5,SW48 parental,GDC-0068,IGF,Bad.S112,1.064963691
0.25,SW48 parental,DMSO,IGF,Bad.S112,1.780010779
0.25,SW48 parental,DMSO,IGF,Bad.S112,1.636848207
0.25,SW48 parental,DMSO,IGF,Bad.S112,1.823513975
0.25,SW48 parental,DMSO,IGF,Bad.S112,1.812862729
0.5,SW48 parental,DMSO,IGF,Bad.S112,1.698006134
0.5,SW48 parental,DMSO,IGF,Bad.S112,1.533832597
0.5,SW48 parental,DMSO,IGF,Bad.S112,1.734669954
0.5,SW48 parental,DMSO,IGF,Bad.S112,1.723095543
0.25,SW48 E545K,GDC-0973,PBS,Bad.S112,0.70826451
0.25,SW48 E545K,GDC-0973,PBS,Bad.S112,0.684371713
0.25,SW48 E545K,GDC-0973,PBS,Bad.S112,0.64571325
0.25,SW48 E545K,GDC-0973,PBS,Bad.S112,0.733132869
0.5,SW48 E545K,GDC-0973,PBS,Bad.S112,0.742780406
0.5,SW48 E545K,GDC-0973,PBS,Bad.S112,0.704603994
0.5,SW48 E545K,GDC-0973,PBS,Bad.S112,0.677238162
0.5,SW48 E545K,GDC-0973,PBS,Bad.S112,0.737634147
0.25,SW48 E545K,Erlotinib,PBS,Bad.S112,0.758574222
0.25,SW48 E545K,Erlotinib,PBS,Bad.S112,0.729956875
0.25,SW48 E545K,Erlotinib,PBS,Bad.S112,0.706097393
0.25,SW48 E545K,Erlotinib,PBS,Bad.S112,0.74785546
0.5,SW48 E545K,Erlotinib,PBS,Bad.S112,0.844629943
0.5,SW48 E545K,Erlotinib,PBS,Bad.S112,0.788730603
0.5,SW48 E545K,Erlotinib,PBS,Bad.S112,0.766880749
0.5,SW48 E545K,Erlotinib,PBS,Bad.S112,0.809845379
0.25,SW48 E545K,GDC-0068,PBS,Bad.S112,0.576461269
0.25,SW48 E545K,GDC-0068,PBS,Bad.S112,0.579251559
0.25,SW48 E545K,GDC-0068,PBS,Bad.S112,0.550091704
0.25,SW48 E545K,GDC-0068,PBS,Bad.S112,0.661064306
0.5,SW48 E545K,GDC-0068,PBS,Bad.S112,0.521006203
0.5,SW48 E545K,GDC-0068,PBS,Bad.S112,0.566172854
0.5,SW48 E545K,GDC-0068,PBS,Bad.S112,0.57290391
0.5,SW48 E545K,GDC-0068,PBS,Bad.S112,0.676046084
0.25,SW48 E545K,DMSO,PBS,Bad.S112,0.911955894
0.25,SW48 E545K,DMSO,PBS,Bad.S112,0.914189941
0.25,SW48 E545K,DMSO,PBS,Bad.S112,0.941569141
0.25,SW48 E545K,DMSO,PBS,Bad.S112,0.987238877
0.5,SW48 E545K,DMSO,PBS,Bad.S112,0.891355603
0.5,SW48 E545K,DMSO,PBS,Bad.S112,0.883728641
0.5,SW48 E545K,DMSO,PBS,Bad.S112,0.955684089
0.5,SW48 E545K,DMSO,PBS,Bad.S112,0.989174429
0.25,SW48 E545K,GDC-0973,EGF,Bad.S112,3.032569518
0.25,SW48 E545K,GDC-0973,EGF,Bad.S112,2.827193128
0.25,SW48 E545K,GDC-0973,EGF,Bad.S112,3.410857944
0.25,SW48 E545K,GDC-0973,EGF,Bad.S112,3.08875165
0.5,SW48 E545K,GDC-0973,EGF,Bad.S112,3.146258079
0.5,SW48 E545K,GDC-0973,EGF,Bad.S112,2.912576764
0.5,SW48 E545K,GDC-0973,EGF,Bad.S112,3.954042134
0.5,SW48 E545K,GDC-0973,EGF,Bad.S112,3.228585928
0.25,SW48 E545K,Erlotinib,EGF,Bad.S112,2.390707527
0.25,SW48 E545K,Erlotinib,EGF,Bad.S112,2.335147685
0.25,SW48 E545K,Erlotinib,EGF,Bad.S112,2.551199399
0.25,SW48 E545K,Erlotinib,EGF,Bad.S112,2.547475785
0.5,SW48 E545K,Erlotinib,EGF,Bad.S112,2.558835615
0.5,SW48 E545K,Erlotinib,EGF,Bad.S112,2.404179436
0.5,SW48 E545K,Erlotinib,EGF,Bad.S112,2.756967343
0.5,SW48 E545K,Erlotinib,EGF,Bad.S112,2.558472507
0.25,SW48 E545K,GDC-0068,EGF,Bad.S112,2.774578718
0.25,SW48 E545K,GDC-0068,EGF,Bad.S112,2.777149131
0.25,SW48 E545K,GDC-0068,EGF,Bad.S112,2.772665413
0.25,SW48 E545K,GDC-0068,EGF,Bad.S112,2.770511979
0.5,SW48 E545K,GDC-0068,EGF,Bad.S112,2.955474874
0.5,SW48 E545K,GDC-0068,EGF,Bad.S112,2.96799277
0.5,SW48 E545K,GDC-0068,EGF,Bad.S112,3.240231094
0.5,SW48 E545K,GDC-0068,EGF,Bad.S112,3.020311385
0.25,SW48 E545K,DMSO,EGF,Bad.S112,3.534824212
0.25,SW48 E545K,DMSO,EGF,Bad.S112,3.617392262
0.25,SW48 E545K,DMSO,EGF,Bad.S112,3.654199684
0.25,SW48 E545K,DMSO,EGF,Bad.S112,3.508696061
0.5,SW48 E545K,DMSO,EGF,Bad.S112,4.122501956
0.5,SW48 E545K,DMSO,EGF,Bad.S112,3.937269452
0.5,SW48 E545K,DMSO,EGF,Bad.S112,4.194088174
0.5,SW48 E545K,DMSO,EGF,Bad.S112,3.612847842
0.25,SW48 E545K,GDC-0973,HGF,Bad.S112,0.954364568
0.25,SW48 E545K,GDC-0973,HGF,Bad.S112,1.036328835
0.25,SW48 E545K,GDC-0973,HGF,Bad.S112,0.902968902
0.25,SW48 E545K,GDC-0973,HGF,Bad.S112,0.951139914
0.5,SW48 E545K,GDC-0973,HGF,Bad.S112,0.922365601
0.5,SW48 E545K,GDC-0973,HGF,Bad.S112,0.957998528
0.5,SW48 E545K,GDC-0973,HGF,Bad.S112,0.83070223
0.5,SW48 E545K,GDC-0973,HGF,Bad.S112,0.88605365
0.25,SW48 E545K,Erlotinib,HGF,Bad.S112,1.313357009
0.25,SW48 E545K,Erlotinib,HGF,Bad.S112,1.299938118
0.25,SW48 E545K,Erlotinib,HGF,Bad.S112,1.186296564
0.25,SW48 E545K,Erlotinib,HGF,Bad.S112,1.321073672
0.5,SW48 E545K,Erlotinib,HGF,Bad.S112,1.473879327
0.5,SW48 E545K,Erlotinib,HGF,Bad.S112,1.557661813
0.5,SW48 E545K,Erlotinib,HGF,Bad.S112,1.370804798
0.5,SW48 E545K,Erlotinib,HGF,Bad.S112,1.323717895
0.25,SW48 E545K,GDC-0068,HGF,Bad.S112,1.141578083
0.25,SW48 E545K,GDC-0068,HGF,Bad.S112,1.075609824
0.25,SW48 E545K,GDC-0068,HGF,Bad.S112,1.122116742
0.25,SW48 E545K,GDC-0068,HGF,Bad.S112,1.053926944
0.5,SW48 E545K,GDC-0068,HGF,Bad.S112,1.18121729
0.5,SW48 E545K,GDC-0068,HGF,Bad.S112,1.029740981
0.5,SW48 E545K,GDC-0068,HGF,Bad.S112,1.122587989
0.5,SW48 E545K,GDC-0068,HGF,Bad.S112,1.090688392
0.25,SW48 E545K,DMSO,HGF,Bad.S112,1.872780221
0.25,SW48 E545K,DMSO,HGF,Bad.S112,1.729896296
0.25,SW48 E545K,DMSO,HGF,Bad.S112,1.802911805
0.25,SW48 E545K,DMSO,HGF,Bad.S112,1.737547647
0.5,SW48 E545K,DMSO,HGF,Bad.S112,1.989981665
0.5,SW48 E545K,DMSO,HGF,Bad.S112,1.732874378
0.5,SW48 E545K,DMSO,HGF,Bad.S112,1.839377718
0.5,SW48 E545K,DMSO,HGF,Bad.S112,1.784168056
0.25,SW48 E545K,GDC-0973,IGF,Bad.S112,0.831549496
0.25,SW48 E545K,GDC-0973,IGF,Bad.S112,0.8018955210000001
0.25,SW48 E545K,GDC-0973,IGF,Bad.S112,0.931893304
0.25,SW48 E545K,GDC-0973,IGF,Bad.S112,0.841499506
0.5,SW48 E545K,GDC-0973,IGF,Bad.S112,0.840137023
0.5,SW48 E545K,GDC-0973,IGF,Bad.S112,0.80301893
0.5,SW48 E545K,GDC-0973,IGF,Bad.S112,0.938347629
0.5,SW48 E545K,GDC-0973,IGF,Bad.S112,0.873205108
0.25,SW48 E545K,Erlotinib,IGF,Bad.S112,0.980366588
0.25,SW48 E545K,Erlotinib,IGF,Bad.S112,0.935937567
0.25,SW48 E545K,Erlotinib,IGF,Bad.S112,0.945309991
0.25,SW48 E545K,Erlotinib,IGF,Bad.S112,0.937785611
0.5,SW48 E545K,Erlotinib,IGF,Bad.S112,1.023972665
0.5,SW48 E545K,Erlotinib,IGF,Bad.S112,0.944104627
0.5,SW48 E545K,Erlotinib,IGF,Bad.S112,0.999125813
0.5,SW48 E545K,Erlotinib,IGF,Bad.S112,0.985219924
0.25,SW48 E545K,GDC-0068,IGF,Bad.S112,0.683191674
0.25,SW48 E545K,GDC-0068,IGF,Bad.S112,0.682280132
0.25,SW48 E545K,GDC-0068,IGF,Bad.S112,0.68523461
0.25,SW48 E545K,GDC-0068,IGF,Bad.S112,0.642402459
0.5,SW48 E545K,GDC-0068,IGF,Bad.S112,0.717565815
0.5,SW48 E545K,GDC-0068,IGF,Bad.S112,0.705614608
0.5,SW48 E545K,GDC-0068,IGF,Bad.S112,0.69101757
0.5,SW48 E545K,GDC-0068,IGF,Bad.S112,0.662835683
0.25,SW48 E545K,DMSO,IGF,Bad.S112,0.998195456
0.25,SW48 E545K,DMSO,IGF,Bad.S112,0.98797471
0.25,SW48 E545K,DMSO,IGF,Bad.S112,1.074847264
0.25,SW48 E545K,DMSO,IGF,Bad.S112,1.027516443
0.5,SW48 E545K,DMSO,IGF,Bad.S112,1.099060051
0.5,SW48 E545K,DMSO,IGF,Bad.S112,1.058415922
0.5,SW48 E545K,DMSO,IGF,Bad.S112,1.056155533
0.5,SW48 E545K,DMSO,IGF,Bad.S112,1.122053952
0.25,SW48 H1047R,GDC-0973,PBS,Bad.S112,0.737235047
0.25,SW48 H1047R,GDC-0973,PBS,Bad.S112,0.703210639
0.25,SW48 H1047R,GDC-0973,PBS,Bad.S112,0.714780216
0.25,SW48 H1047R,GDC-0973,PBS,Bad.S112,0.6544941
0.5,SW48 H1047R,GDC-0973,PBS,Bad.S112,0.744122977
0.5,SW48 H1047R,GDC-0973,PBS,Bad.S112,0.69443179
0.5,SW48 H1047R,GDC-0973,PBS,Bad.S112,0.679009917
0.5,SW48 H1047R,GDC-0973,PBS,Bad.S112,0.63867032
0.25,SW48 H1047R,Erlotinib,PBS,Bad.S112,0.762856625
0.25,SW48 H1047R,Erlotinib,PBS,Bad.S112,0.737915206
0.25,SW48 H1047R,Erlotinib,PBS,Bad.S112,0.757352681
0.25,SW48 H1047R,Erlotinib,PBS,Bad.S112,0.675507015
0.5,SW48 H1047R,Erlotinib,PBS,Bad.S112,0.780296068
0.5,SW48 H1047R,Erlotinib,PBS,Bad.S112,0.712214511
0.5,SW48 H1047R,Erlotinib,PBS,Bad.S112,0.7005176
0.5,SW48 H1047R,Erlotinib,PBS,Bad.S112,0.60703556
0.25,SW48 H1047R,GDC-0068,PBS,Bad.S112,0.653489111
0.25,SW48 H1047R,GDC-0068,PBS,Bad.S112,0.636781332
0.25,SW48 H1047R,GDC-0068,PBS,Bad.S112,0.684246502
0.25,SW48 H1047R,GDC-0068,PBS,Bad.S112,0.659503262
0.5,SW48 H1047R,GDC-0068,PBS,Bad.S112,0.672922082
0.5,SW48 H1047R,GDC-0068,PBS,Bad.S112,0.648798005
0.5,SW48 H1047R,GDC-0068,PBS,Bad.S112,0.678060888
0.5,SW48 H1047R,GDC-0068,PBS,Bad.S112,0.648990331
0.25,SW48 H1047R,DMSO,PBS,Bad.S112,0.949602554
0.25,SW48 H1047R,DMSO,PBS,Bad.S112,0.898929906
0.25,SW48 H1047R,DMSO,PBS,Bad.S112,0.972176229
0.25,SW48 H1047R,DMSO,PBS,Bad.S112,0.931392965
0.5,SW48 H1047R,DMSO,PBS,Bad.S112,0.980594252
0.5,SW48 H1047R,DMSO,PBS,Bad.S112,0.891634949
0.5,SW48 H1047R,DMSO,PBS,Bad.S112,0.934371223
0.5,SW48 H1047R,DMSO,PBS,Bad.S112,0.92150819
0.25,SW48 H1047R,GDC-0973,EGF,Bad.S112,2.512091381
0.25,SW48 H1047R,GDC-0973,EGF,Bad.S112,2.224300874
0.25,SW48 H1047R,GDC-0973,EGF,Bad.S112,2.307958297
0.25,SW48 H1047R,GDC-0973,EGF,Bad.S112,2.517475515
0.5,SW48 H1047R,GDC-0973,EGF,Bad.S112,2.753482741
0.5,SW48 H1047R,GDC-0973,EGF,Bad.S112,2.382156808
0.5,SW48 H1047R,GDC-0973,EGF,Bad.S112,2.559365145
0.5,SW48 H1047R,GDC-0973,EGF,Bad.S112,2.48899399
0.25,SW48 H1047R,Erlotinib,EGF,Bad.S112,1.745511807
0.25,SW48 H1047R,Erlotinib,EGF,Bad.S112,1.59702474
0.25,SW48 H1047R,Erlotinib,EGF,Bad.S112,1.653950611
0.25,SW48 H1047R,Erlotinib,EGF,Bad.S112,1.666577831
0.5,SW48 H1047R,Erlotinib,EGF,Bad.S112,1.854445588
0.5,SW48 H1047R,Erlotinib,EGF,Bad.S112,1.696389711
0.5,SW48 H1047R,Erlotinib,EGF,Bad.S112,1.621633856
0.5,SW48 H1047R,Erlotinib,EGF,Bad.S112,1.716606196
0.25,SW48 H1047R,GDC-0068,EGF,Bad.S112,2.319582355
0.25,SW48 H1047R,GDC-0068,EGF,Bad.S112,1.986944704
0.25,SW48 H1047R,GDC-0068,EGF,Bad.S112,2.03514117
0.25,SW48 H1047R,GDC-0068,EGF,Bad.S112,1.96409089
0.5,SW48 H1047R,GDC-0068,EGF,Bad.S112,2.384066626
0.5,SW48 H1047R,GDC-0068,EGF,Bad.S112,2.1177091
0.5,SW48 H1047R,GDC-0068,EGF,Bad.S112,2.049320423
0.5,SW48 H1047R,GDC-0068,EGF,Bad.S112,1.933221285
0.25,SW48 H1047R,DMSO,EGF,Bad.S112,2.789784718
0.25,SW48 H1047R,DMSO,EGF,Bad.S112,2.467273558
0.25,SW48 H1047R,DMSO,EGF,Bad.S112,2.564038418
0.25,SW48 H1047R,DMSO,EGF,Bad.S112,2.343663513
0.5,SW48 H1047R,DMSO,EGF,Bad.S112,2.870566449
0.5,SW48 H1047R,DMSO,EGF,Bad.S112,2.33601665
0.5,SW48 H1047R,DMSO,EGF,Bad.S112,2.654591071
0.5,SW48 H1047R,DMSO,EGF,Bad.S112,2.379875161
0.25,SW48 H1047R,GDC-0973,HGF,Bad.S112,1.098145898
0.25,SW48 H1047R,GDC-0973,HGF,Bad.S112,1.010825571
0.25,SW48 H1047R,GDC-0973,HGF,Bad.S112,1.111432108
0.25,SW48 H1047R,GDC-0973,HGF,Bad.S112,1.017445691
0.5,SW48 H1047R,GDC-0973,HGF,Bad.S112,0.913292952
0.5,SW48 H1047R,GDC-0973,HGF,Bad.S112,0.881129862
0.5,SW48 H1047R,GDC-0973,HGF,Bad.S112,1.034834435
0.5,SW48 H1047R,GDC-0973,HGF,Bad.S112,1.069045597
0.25,SW48 H1047R,Erlotinib,HGF,Bad.S112,1.200505206
0.25,SW48 H1047R,Erlotinib,HGF,Bad.S112,1.144984359
0.25,SW48 H1047R,Erlotinib,HGF,Bad.S112,1.223089187
0.25,SW48 H1047R,Erlotinib,HGF,Bad.S112,1.204374681
0.5,SW48 H1047R,Erlotinib,HGF,Bad.S112,1.256998242
0.5,SW48 H1047R,Erlotinib,HGF,Bad.S112,1.186142178
0.5,SW48 H1047R,Erlotinib,HGF,Bad.S112,1.268373598
0.5,SW48 H1047R,Erlotinib,HGF,Bad.S112,1.199453899
0.25,SW48 H1047R,GDC-0068,HGF,Bad.S112,1.140965446
0.25,SW48 H1047R,GDC-0068,HGF,Bad.S112,1.102846892
0.25,SW48 H1047R,GDC-0068,HGF,Bad.S112,1.083775066
0.25,SW48 H1047R,GDC-0068,HGF,Bad.S112,1.173235599
0.5,SW48 H1047R,GDC-0068,HGF,Bad.S112,1.165297173
0.5,SW48 H1047R,GDC-0068,HGF,Bad.S112,1.092631776
0.5,SW48 H1047R,GDC-0068,HGF,Bad.S112,1.061261348
0.5,SW48 H1047R,GDC-0068,HGF,Bad.S112,1.144950925
0.25,SW48 H1047R,DMSO,HGF,Bad.S112,1.670744008
0.25,SW48 H1047R,DMSO,HGF,Bad.S112,1.515409137
0.25,SW48 H1047R,DMSO,HGF,Bad.S112,1.437730818
0.25,SW48 H1047R,DMSO,HGF,Bad.S112,1.52771701
0.5,SW48 H1047R,DMSO,HGF,Bad.S112,1.665931696
0.5,SW48 H1047R,DMSO,HGF,Bad.S112,1.509313423
0.5,SW48 H1047R,DMSO,HGF,Bad.S112,1.554623649
0.5,SW48 H1047R,DMSO,HGF,Bad.S112,1.642660588
0.25,SW48 H1047R,GDC-0973,IGF,Bad.S112,1.073755969
0.25,SW48 H1047R,GDC-0973,IGF,Bad.S112,1.126880709
0.25,SW48 H1047R,GDC-0973,IGF,Bad.S112,1.133473367
0.25,SW48 H1047R,GDC-0973,IGF,Bad.S112,1.218474692
0.5,SW48 H1047R,GDC-0973,IGF,Bad.S112,1.036350696
0.5,SW48 H1047R,GDC-0973,IGF,Bad.S112,1.0651518
0.5,SW48 H1047R,GDC-0973,IGF,Bad.S112,1.008710804
0.5,SW48 H1047R,GDC-0973,IGF,Bad.S112,1.07271754
0.25,SW48 H1047R,Erlotinib,IGF,Bad.S112,1.043722679
0.25,SW48 H1047R,Erlotinib,IGF,Bad.S112,1.064376559
0.25,SW48 H1047R,Erlotinib,IGF,Bad.S112,0.991891161
0.25,SW48 H1047R,Erlotinib,IGF,Bad.S112,1.092014558
0.5,SW48 H1047R,Erlotinib,IGF,Bad.S112,1.069988519
0.5,SW48 H1047R,Erlotinib,IGF,Bad.S112,1.043077457
0.5,SW48 H1047R,Erlotinib,IGF,Bad.S112,1.003616611
0.5,SW48 H1047R,Erlotinib,IGF,Bad.S112,1.128362678
0.25,SW48 H1047R,GDC-0068,IGF,Bad.S112,0.917773239
0.25,SW48 H1047R,GDC-0068,IGF,Bad.S112,0.944790119
0.25,SW48 H1047R,GDC-0068,IGF,Bad.S112,0.86593517
0.25,SW48 H1047R,GDC-0068,IGF,Bad.S112,0.948532255
0.5,SW48 H1047R,GDC-0068,IGF,Bad.S112,0.927319984
0.5,SW48 H1047R,GDC-0068,IGF,Bad.S112,0.969928319
0.5,SW48 H1047R,GDC-0068,IGF,Bad.S112,0.890066454
0.5,SW48 H1047R,GDC-0068,IGF,Bad.S112,0.899211603
0.25,SW48 H1047R,DMSO,IGF,Bad.S112,1.550860392
0.25,SW48 H1047R,DMSO,IGF,Bad.S112,1.351592451
0.25,SW48 H1047R,DMSO,IGF,Bad.S112,1.374910181
0.25,SW48 H1047R,DMSO,IGF,Bad.S112,1.438484849
0.5,SW48 H1047R,DMSO,IGF,Bad.S112,1.711954048
0.5,SW48 H1047R,DMSO,IGF,Bad.S112,1.513731962
0.5,SW48 H1047R,DMSO,IGF,Bad.S112,1.457381039
0.5,SW48 H1047R,DMSO,IGF,Bad.S112,1.443862668
0.25,SW48 parental,GDC-0973,PBS,p70.S6.Ki?se.T412,0.720471425
0.25,SW48 parental,GDC-0973,PBS,p70.S6.Ki?se.T412,0.67745147
0.25,SW48 parental,GDC-0973,PBS,p70.S6.Ki?se.T412,0.706794576
0.25,SW48 parental,GDC-0973,PBS,p70.S6.Ki?se.T412,0.681743121
0.5,SW48 parental,GDC-0973,PBS,p70.S6.Ki?se.T412,0.677417269
0.5,SW48 parental,GDC-0973,PBS,p70.S6.Ki?se.T412,0.576994072
0.5,SW48 parental,GDC-0973,PBS,p70.S6.Ki?se.T412,0.638247628
0.5,SW48 parental,GDC-0973,PBS,p70.S6.Ki?se.T412,0.626466441
0.25,SW48 parental,Erlotinib,PBS,p70.S6.Ki?se.T412,1.05476649
0.25,SW48 parental,Erlotinib,PBS,p70.S6.Ki?se.T412,1.005918195
0.25,SW48 parental,Erlotinib,PBS,p70.S6.Ki?se.T412,1.066755911
0.25,SW48 parental,Erlotinib,PBS,p70.S6.Ki?se.T412,1.027266585
0.5,SW48 parental,Erlotinib,PBS,p70.S6.Ki?se.T412,0.997320852
0.5,SW48 parental,Erlotinib,PBS,p70.S6.Ki?se.T412,0.985833445
0.5,SW48 parental,Erlotinib,PBS,p70.S6.Ki?se.T412,1.01992977
0.5,SW48 parental,Erlotinib,PBS,p70.S6.Ki?se.T412,0.9814686
0.25,SW48 parental,GDC-0068,PBS,p70.S6.Ki?se.T412,0.975680518
0.25,SW48 parental,GDC-0068,PBS,p70.S6.Ki?se.T412,0.875424734
0.25,SW48 parental,GDC-0068,PBS,p70.S6.Ki?se.T412,0.951347766
0.25,SW48 parental,GDC-0068,PBS,p70.S6.Ki?se.T412,0.987316309
0.5,SW48 parental,GDC-0068,PBS,p70.S6.Ki?se.T412,0.890858736
0.5,SW48 parental,GDC-0068,PBS,p70.S6.Ki?se.T412,0.838575212
0.5,SW48 parental,GDC-0068,PBS,p70.S6.Ki?se.T412,0.849157336
0.5,SW48 parental,GDC-0068,PBS,p70.S6.Ki?se.T412,0.854208315
0.25,SW48 parental,DMSO,PBS,p70.S6.Ki?se.T412,1.027911519
0.25,SW48 parental,DMSO,PBS,p70.S6.Ki?se.T412,0.943956629
0.25,SW48 parental,DMSO,PBS,p70.S6.Ki?se.T412,1.025214207
0.25,SW48 parental,DMSO,PBS,p70.S6.Ki?se.T412,1.040638599
0.5,SW48 parental,DMSO,PBS,p70.S6.Ki?se.T412,1.037562685
0.5,SW48 parental,DMSO,PBS,p70.S6.Ki?se.T412,0.973933738
0.5,SW48 parental,DMSO,PBS,p70.S6.Ki?se.T412,0.955583728
0.5,SW48 parental,DMSO,PBS,p70.S6.Ki?se.T412,0.987642885
0.25,SW48 parental,GDC-0973,EGF,p70.S6.Ki?se.T412,3.502323044
0.25,SW48 parental,GDC-0973,EGF,p70.S6.Ki?se.T412,3.864658326
0.25,SW48 parental,GDC-0973,EGF,p70.S6.Ki?se.T412,3.647620339
0.25,SW48 parental,GDC-0973,EGF,p70.S6.Ki?se.T412,3.773022928
0.5,SW48 parental,GDC-0973,EGF,p70.S6.Ki?se.T412,3.764079703
0.5,SW48 parental,GDC-0973,EGF,p70.S6.Ki?se.T412,3.990294471
0.5,SW48 parental,GDC-0973,EGF,p70.S6.Ki?se.T412,3.668790711
0.5,SW48 parental,GDC-0973,EGF,p70.S6.Ki?se.T412,3.702037811
0.25,SW48 parental,Erlotinib,EGF,p70.S6.Ki?se.T412,2.326969475
0.25,SW48 parental,Erlotinib,EGF,p70.S6.Ki?se.T412,2.308174734
0.25,SW48 parental,Erlotinib,EGF,p70.S6.Ki?se.T412,2.51389593
0.25,SW48 parental,Erlotinib,EGF,p70.S6.Ki?se.T412,2.527288601
0.5,SW48 parental,Erlotinib,EGF,p70.S6.Ki?se.T412,2.385851412
0.5,SW48 parental,Erlotinib,EGF,p70.S6.Ki?se.T412,2.459500501
0.5,SW48 parental,Erlotinib,EGF,p70.S6.Ki?se.T412,2.530818611
0.5,SW48 parental,Erlotinib,EGF,p70.S6.Ki?se.T412,2.585932246
0.25,SW48 parental,GDC-0068,EGF,p70.S6.Ki?se.T412,5.588347313
0.25,SW48 parental,GDC-0068,EGF,p70.S6.Ki?se.T412,5.405633734
0.25,SW48 parental,GDC-0068,EGF,p70.S6.Ki?se.T412,5.997580872
0.25,SW48 parental,GDC-0068,EGF,p70.S6.Ki?se.T412,5.06883598
0.5,SW48 parental,GDC-0068,EGF,p70.S6.Ki?se.T412,4.971536225
0.5,SW48 parental,GDC-0068,EGF,p70.S6.Ki?se.T412,5.510597947
0.5,SW48 parental,GDC-0068,EGF,p70.S6.Ki?se.T412,5.233653223
0.5,SW48 parental,GDC-0068,EGF,p70.S6.Ki?se.T412,5.004316788
0.25,SW48 parental,DMSO,EGF,p70.S6.Ki?se.T412,3.555825316
0.25,SW48 parental,DMSO,EGF,p70.S6.Ki?se.T412,3.412878335
0.25,SW48 parental,DMSO,EGF,p70.S6.Ki?se.T412,3.920059845
0.25,SW48 parental,DMSO,EGF,p70.S6.Ki?se.T412,3.630006419
0.5,SW48 parental,DMSO,EGF,p70.S6.Ki?se.T412,3.386648059
0.5,SW48 parental,DMSO,EGF,p70.S6.Ki?se.T412,3.532432503
0.5,SW48 parental,DMSO,EGF,p70.S6.Ki?se.T412,3.970708617
0.5,SW48 parental,DMSO,EGF,p70.S6.Ki?se.T412,3.653403615
0.25,SW48 parental,GDC-0973,HGF,p70.S6.Ki?se.T412,0.882870659
0.25,SW48 parental,GDC-0973,HGF,p70.S6.Ki?se.T412,0.938679308
0.25,SW48 parental,GDC-0973,HGF,p70.S6.Ki?se.T412,0.919537433
0.25,SW48 parental,GDC-0973,HGF,p70.S6.Ki?se.T412,0.852400016
0.5,SW48 parental,GDC-0973,HGF,p70.S6.Ki?se.T412,0.834646181
0.5,SW48 parental,GDC-0973,HGF,p70.S6.Ki?se.T412,0.868736229
0.5,SW48 parental,GDC-0973,HGF,p70.S6.Ki?se.T412,0.912345729
0.5,SW48 parental,GDC-0973,HGF,p70.S6.Ki?se.T412,0.879517559
0.25,SW48 parental,Erlotinib,HGF,p70.S6.Ki?se.T412,2.092562934
0.25,SW48 parental,Erlotinib,HGF,p70.S6.Ki?se.T412,2.17494544
0.25,SW48 parental,Erlotinib,HGF,p70.S6.Ki?se.T412,1.913322276
0.25,SW48 parental,Erlotinib,HGF,p70.S6.Ki?se.T412,1.967791469
